label,B10,B11,B1,B2,B3,B4,B5,B6,B7,B9
3.0,20530.0,19617.0,8201.0,7538.0,6740.0,6291.0,9194.0,5932.0,5445.0,5037.0
3.0,20517.0,19581.0,8130.0,7441.0,6610.0,6136.0,9257.0,5844.0,5370.0,5048.0
3.0,20475.0,19536.0,8276.0,7589.0,6680.0,6203.0,9057.0,5744.0,5329.0,5045.0
3.0,20426.0,19487.0,8353.0,7633.0,6795.0,6321.0,9435.0,5875.0,5383.0,5042.0
3.0,20370.0,19435.0,8202.0,7493.0,6759.0,6266.0,9777.0,5992.0,5457.0,5037.0
3.0,20309.0,19382.0,8488.0,7835.0,6993.0,6530.0,9682.0,5862.0,5378.0,5037.0
3.0,20244.0,19327.0,8593.0,7903.0,7157.0,6723.0,9797.0,5820.0,5377.0,5035.0
3.0,20177.0,19265.0,8610.0,7892.0,7091.0,6649.0,9660.0,5725.0,5323.0,5030.0
3.0,20110.0,19194.0,8638.0,7986.0,7181.0,6758.0,10115.0,5911.0,5439.0,5042.0
3.0,20453.0,19415.0,8049.0,7338.0,6550.0,6059.0,8935.0,6037.0,5495.0,5053.0
3.0,20516.0,19586.0,8167.0,7440.0,6618.0,6125.0,8820.0,5795.0,5355.0,5067.0
3.0,20544.0,19639.0,8267.0,7586.0,6669.0,6200.0,8671.0,5674.0,5283.0,5048.0
3.0,20526.0,19595.0,8288.0,7564.0,6806.0,6330.0,9143.0,5747.0,5343.0,5048.0
3.0,20485.0,19550.0,8374.0,7670.0,6829.0,6387.0,9348.0,5817.0,5370.0,5051.0
3.0,20437.0,19501.0,8415.0,7721.0,6909.0,6461.0,9625.0,5921.0,5421.0,5038.0
3.0,20381.0,19448.0,8464.0,7814.0,6949.0,6490.0,9853.0,5933.0,5406.0,5031.0
3.0,20319.0,19395.0,8451.0,7758.0,6953.0,6493.0,9883.0,5903.0,5410.0,5031.0
3.0,20252.0,19338.0,8537.0,7849.0,7163.0,6713.0,10289.0,6002.0,5455.0,5038.0
3.0,20174.0,19274.0,8415.0,7742.0,7006.0,6558.0,10230.0,5954.0,5413.0,5043.0
3.0,20082.0,19189.0,8673.0,7938.0,7220.0,6771.0,10104.0,5834.0,5385.0,5052.0
3.0,20448.0,19473.0,8060.0,7372.0,6670.0,6169.0,9572.0,6258.0,5571.0,5024.0
3.0,20533.0,19628.0,8094.0,7386.0,6605.0,6110.0,9156.0,5962.0,5485.0,5033.0
3.0,20572.0,19659.0,8092.0,7364.0,6591.0,6100.0,9367.0,5959.0,5414.0,5045.0
3.0,20557.0,19623.0,8211.0,7471.0,6664.0,6145.0,8945.0,5739.0,5318.0,5051.0
3.0,20525.0,19580.0,8346.0,7625.0,6748.0,6269.0,8463.0,5597.0,5287.0,5044.0
3.0,20481.0,19534.0,8324.0,7592.0,6765.0,6291.0,8921.0,5714.0,5323.0,5049.0
3.0,20428.0,19486.0,8339.0,7653.0,6869.0,6356.0,9465.0,5762.0,5328.0,5042.0
3.0,20370.0,19437.0,8609.0,7924.0,7144.0,6673.0,10052.0,5760.0,5328.0,5039.0
3.0,20302.0,19379.0,9143.0,8507.0,7728.0,7332.0,10357.0,5700.0,5306.0,5036.0
3.0,20206.0,19310.0,8791.0,8128.0,7266.0,6783.0,9884.0,5720.0,5328.0,5031.0
3.0,20075.0,19207.0,8591.0,7878.0,7174.0,6700.0,9737.0,5675.0,5298.0,5052.0
3.0,20418.0,19494.0,8057.0,7392.0,6657.0,6156.0,9546.0,6303.0,5598.0,5042.0
3.0,20537.0,19645.0,8118.0,7390.0,6557.0,6068.0,8644.0,5905.0,5422.0,5055.0
3.0,20597.0,19666.0,8143.0,7468.0,6657.0,6178.0,9600.0,6125.0,5502.0,5033.0
3.0,20593.0,19648.0,8140.0,7425.0,6607.0,6092.0,8874.0,5739.0,5314.0,5038.0
3.0,20575.0,19615.0,8213.0,7486.0,6614.0,6131.0,8765.0,5704.0,5309.0,5043.0
3.0,20545.0,19579.0,8139.0,7470.0,6650.0,6171.0,9242.0,5834.0,5365.0,5070.0
3.0,20504.0,19547.0,8223.0,7523.0,6726.0,6230.0,9494.0,5827.0,5367.0,5041.0
3.0,20467.0,19505.0,8439.0,7762.0,6930.0,6479.0,9307.0,5680.0,5287.0,5065.0
3.0,20432.0,19455.0,8602.0,7859.0,7102.0,6601.0,9209.0,5570.0,5257.0,5036.0
3.0,20310.0,19391.0,8639.0,7905.0,7118.0,6674.0,9555.0,5604.0,5254.0,5030.0
3.0,20142.0,19276.0,8380.0,7697.0,6845.0,6331.0,9452.0,5627.0,5266.0,5041.0
3.0,20327.0,19435.0,8249.0,7573.0,6791.0,6336.0,9329.0,6122.0,5574.0,5056.0
3.0,20490.0,19611.0,8051.0,7343.0,6576.0,6077.0,9208.0,6012.0,5465.0,5037.0
3.0,20600.0,19661.0,8063.0,7379.0,6591.0,6105.0,9182.0,5912.0,5411.0,5040.0
3.0,20635.0,19669.0,8167.0,7446.0,6658.0,6162.0,8653.0,5732.0,5333.0,5041.0
3.0,20630.0,19655.0,8032.0,7335.0,6569.0,6063.0,9836.0,6026.0,5440.0,5031.0
3.0,20617.0,19635.0,8072.0,7378.0,6595.0,6109.0,9648.0,5945.0,5403.0,5052.0
3.0,20599.0,19615.0,8158.0,7450.0,6634.0,6155.0,9440.0,5839.0,5370.0,5044.0
3.0,20567.0,19586.0,8121.0,7423.0,6565.0,6088.0,9158.0,5766.0,5327.0,5051.0
3.0,20522.0,19548.0,8144.0,7407.0,6628.0,6111.0,9438.0,5780.0,5327.0,5034.0
3.0,20455.0,19491.0,8370.0,7638.0,6797.0,6295.0,9193.0,5648.0,5289.0,5028.0
3.0,20313.0,19385.0,8466.0,7727.0,6787.0,6286.0,9258.0,5605.0,5254.0,5037.0
3.0,20204.0,19355.0,8643.0,7890.0,7123.0,6669.0,8687.0,5744.0,5378.0,5033.0
3.0,20464.0,19562.0,8115.0,7419.0,6595.0,6125.0,8823.0,5881.0,5396.0,5028.0
3.0,20613.0,19663.0,8072.0,7357.0,6576.0,6089.0,9164.0,5868.0,5380.0,5046.0
3.0,20684.0,19722.0,8083.0,7376.0,6556.0,6064.0,9118.0,5833.0,5366.0,5052.0
3.0,20708.0,19735.0,8062.0,7354.0,6572.0,6064.0,9489.0,5880.0,5379.0,5058.0
3.0,20700.0,19724.0,8146.0,7439.0,6617.0,6117.0,8982.0,5739.0,5328.0,5038.0
3.0,20690.0,19698.0,8144.0,7461.0,6566.0,6081.0,8833.0,5686.0,5313.0,5036.0
3.0,20670.0,19668.0,8095.0,7396.0,6621.0,6125.0,9440.0,5795.0,5341.0,5040.0
3.0,20644.0,19644.0,8101.0,7396.0,6609.0,6116.0,9854.0,5946.0,5400.0,5044.0
3.0,20609.0,19592.0,8258.0,7499.0,6705.0,6199.0,9223.0,5674.0,5306.0,5048.0
3.0,20490.0,19505.0,8319.0,7602.0,6691.0,6200.0,8941.0,5543.0,5216.0,5053.0
3.0,20111.0,19322.0,8940.0,8213.0,7402.0,6946.0,8992.0,5695.0,5337.0,5053.0
3.0,20432.0,19515.0,8213.0,7519.0,6732.0,6246.0,9158.0,5851.0,5397.0,5048.0
3.0,20622.0,19661.0,8163.0,7433.0,6594.0,6106.0,9030.0,5720.0,5308.0,5042.0
3.0,20737.0,19774.0,8042.0,7329.0,6542.0,6045.0,9171.0,5785.0,5329.0,5032.0
3.0,20800.0,19828.0,8050.0,7328.0,6509.0,5999.0,8823.0,5737.0,5321.0,5030.0
3.0,20816.0,19834.0,8100.0,7370.0,6550.0,6033.0,8952.0,5764.0,5332.0,5037.0
3.0,20801.0,19813.0,8080.0,7370.0,6551.0,6076.0,9488.0,6049.0,5507.0,5028.0
3.0,20775.0,19780.0,8131.0,7437.0,6744.0,6251.0,9605.0,6074.0,5478.0,5036.0
3.0,20739.0,19746.0,8101.0,7402.0,6593.0,6126.0,9436.0,6007.0,5445.0,5044.0
3.0,20692.0,19689.0,8146.0,7447.0,6690.0,6192.0,9617.0,5960.0,5438.0,5036.0
3.0,20595.0,19607.0,8114.0,7380.0,6545.0,6051.0,8967.0,5637.0,5268.0,5058.0
3.0,20863.0,19873.0,7990.0,7289.0,6566.0,6042.0,9602.0,6048.0,5460.0,5033.0
3.0,20887.0,19905.0,8030.0,7373.0,6572.0,6113.0,10402.0,6206.0,5557.0,5058.0
3.0,20873.0,19900.0,8006.0,7295.0,6500.0,6039.0,9776.0,6185.0,5551.0,5052.0
3.0,20846.0,19877.0,8045.0,7380.0,6697.0,6271.0,10529.0,6609.0,5753.0,5044.0
3.0,20805.0,19839.0,8042.0,7305.0,6562.0,6085.0,9498.0,6029.0,5454.0,5031.0
3.0,20746.0,19789.0,8155.0,7490.0,6660.0,6193.0,10259.0,6342.0,5620.0,5048.0
3.0,20663.0,19713.0,8080.0,7347.0,6644.0,6168.0,9859.0,6282.0,5556.0,5044.0
3.0,19356.0,18657.0,9235.0,8461.0,7543.0,7061.0,9256.0,5604.0,5262.0,5043.0
3.0,19426.0,18739.0,8887.0,8182.0,7378.0,6871.0,9477.0,5609.0,5262.0,5039.0
3.0,19504.0,18831.0,8854.0,8198.0,7352.0,6846.0,9386.0,5644.0,5284.0,5045.0
3.0,19264.0,18664.0,8753.0,7945.0,7043.0,6609.0,8927.0,5644.0,5240.0,5041.0
3.0,19311.0,18700.0,8789.0,7926.0,6929.0,6379.0,8964.0,5559.0,5237.0,5052.0
3.0,19388.0,18729.0,8900.0,8111.0,6985.0,6347.0,8464.0,5438.0,5181.0,5045.0
3.0,19453.0,18765.0,8789.0,7972.0,7022.0,6445.0,8334.0,5430.0,5175.0,5028.0
3.0,19506.0,18803.0,8731.0,7964.0,6946.0,6374.0,8431.0,5393.0,5162.0,5062.0
3.0,19569.0,18858.0,8556.0,7837.0,6895.0,6334.0,8507.0,5488.0,5184.0,5053.0
3.0,19625.0,18927.0,8554.0,7788.0,6861.0,6292.0,8364.0,5561.0,5222.0,5054.0
3.0,19675.0,18982.0,8566.0,7808.0,6892.0,6312.0,8012.0,5460.0,5189.0,5024.0
3.0,19435.0,18807.0,8646.0,7870.0,6943.0,6384.0,8823.0,5541.0,5210.0,5040.0
3.0,19475.0,18834.0,8571.0,7770.0,6886.0,6311.0,8595.0,5468.0,5187.0,5031.0
3.0,19545.0,18867.0,8595.0,7792.0,6820.0,6277.0,8190.0,5418.0,5165.0,5029.0
3.0,19596.0,18898.0,8479.0,7702.0,6790.0,6244.0,8130.0,5430.0,5171.0,5034.0
3.0,19638.0,18923.0,8463.0,7730.0,6819.0,6283.0,8264.0,5463.0,5164.0,5030.0
3.0,19684.0,18956.0,8455.0,7730.0,6835.0,6275.0,8426.0,5494.0,5199.0,5037.0
3.0,19717.0,18995.0,8509.0,7760.0,6893.0,6383.0,8704.0,5535.0,5206.0,5052.0
3.0,19735.0,19029.0,8559.0,7775.0,6836.0,6355.0,8495.0,5470.0,5179.0,5035.0
3.0,19630.0,18944.0,8539.0,7822.0,6910.0,6350.0,8892.0,5527.0,5194.0,5035.0
3.0,19666.0,18953.0,8559.0,7785.0,6877.0,6331.0,8672.0,5520.0,5195.0,5036.0
3.0,19703.0,18976.0,8617.0,7922.0,7117.0,6604.0,8816.0,5540.0,5210.0,5048.0
3.0,19733.0,18995.0,8481.0,7775.0,6912.0,6345.0,8727.0,5635.0,5252.0,5046.0
3.0,19758.0,19009.0,8509.0,7780.0,6929.0,6416.0,8992.0,5630.0,5248.0,5049.0
3.0,19772.0,19028.0,8593.0,7882.0,7091.0,6632.0,9235.0,5627.0,5248.0,5053.0
3.0,19779.0,19046.0,8682.0,8005.0,7424.0,6800.0,9061.0,5625.0,5248.0,5055.0
3.0,19766.0,19052.0,9179.0,8652.0,7587.0,7017.0,9577.0,5603.0,5258.0,5037.0
3.0,19783.0,19044.0,8541.0,7833.0,7069.0,6542.0,9483.0,5608.0,5227.0,5025.0
3.0,19816.0,19048.0,8551.0,7874.0,6979.0,6486.0,9137.0,5656.0,5241.0,5043.0
3.0,19835.0,19057.0,8719.0,8037.0,7313.0,6755.0,9945.0,5707.0,5289.0,5039.0
3.0,19856.0,19064.0,8663.0,8003.0,7044.0,6559.0,9768.0,5706.0,5272.0,5037.0
3.0,19855.0,19073.0,8561.0,7895.0,7053.0,6526.0,9442.0,5792.0,5310.0,5032.0
3.0,19832.0,19077.0,8823.0,8128.0,7468.0,6904.0,9682.0,5718.0,5306.0,5035.0
3.0,19806.0,19078.0,8669.0,8024.0,7136.0,6714.0,9646.0,5838.0,5340.0,5043.0
3.0,19764.0,19062.0,8960.0,8246.0,7575.0,7258.0,10091.0,5778.0,5336.0,5033.0
3.0,19861.0,19099.0,8614.0,7928.0,7072.0,6534.0,9799.0,5746.0,5280.0,5033.0
3.0,19896.0,19104.0,8638.0,7923.0,7161.0,6652.0,9797.0,5741.0,5284.0,5049.0
3.0,19915.0,19105.0,8599.0,7907.0,7219.0,6743.0,9945.0,5786.0,5319.0,5041.0
3.0,19917.0,19107.0,8695.0,8034.0,7318.0,6879.0,9904.0,5703.0,5309.0,5049.0
3.0,19897.0,19108.0,8791.0,8124.0,7397.0,7018.0,10282.0,5834.0,5348.0,5034.0
3.0,19859.0,19106.0,8914.0,8258.0,7599.0,7216.0,10357.0,5934.0,5402.0,5052.0
3.0,19808.0,19092.0,8820.0,8143.0,7283.0,6829.0,9906.0,5739.0,5323.0,5050.0
3.0,19746.0,19054.0,8786.0,8178.0,7344.0,6819.0,9664.0,5843.0,5358.0,5036.0
3.0,19877.0,19117.0,8653.0,7963.0,7161.0,6645.0,9968.0,5736.0,5281.0,5048.0
3.0,19911.0,19121.0,8599.0,7909.0,7161.0,6602.0,9629.0,5731.0,5294.0,5031.0
3.0,19934.0,19125.0,8691.0,7994.0,7134.0,6605.0,9545.0,5655.0,5253.0,5033.0
3.0,19938.0,19127.0,8648.0,7951.0,7105.0,6558.0,9266.0,5641.0,5256.0,5040.0
3.0,19917.0,19127.0,8819.0,8187.0,7297.0,6815.0,9642.0,5788.0,5322.0,5037.0
3.0,19874.0,19122.0,8929.0,8321.0,7491.0,6995.0,9812.0,5823.0,5345.0,5037.0
3.0,19808.0,19095.0,8822.0,8167.0,7374.0,6941.0,9731.0,5693.0,5289.0,5057.0
3.0,19731.0,19039.0,8775.0,8068.0,7221.0,6780.0,9515.0,5686.0,5280.0,5047.0
3.0,19850.0,19111.0,8715.0,7977.0,7136.0,6624.0,9181.0,5583.0,5239.0,5035.0
3.0,19890.0,19113.0,8746.0,8022.0,7156.0,6647.0,9162.0,5579.0,5230.0,5049.0
3.0,19921.0,19120.0,8883.0,8195.0,7344.0,6882.0,9766.0,5569.0,5224.0,5035.0
3.0,19935.0,19125.0,8577.0,7881.0,7053.0,6543.0,9437.0,5611.0,5243.0,5037.0
3.0,19923.0,19128.0,8665.0,7955.0,7045.0,6544.0,9279.0,5617.0,5236.0,5061.0
3.0,19883.0,19125.0,8718.0,8009.0,7257.0,6823.0,9576.0,5617.0,5242.0,5042.0
3.0,19817.0,19092.0,8959.0,8325.0,7496.0,7008.0,9723.0,5681.0,5274.0,5053.0
3.0,19735.0,19031.0,9022.0,8352.0,7550.0,6998.0,9741.0,5707.0,5292.0,5054.0
3.0,19820.0,19073.0,8719.0,7980.0,7170.0,6628.0,9523.0,5614.0,5238.0,5038.0
3.0,19863.0,19086.0,8690.0,7993.0,7166.0,6647.0,9516.0,5711.0,5282.0,5041.0
3.0,19896.0,19102.0,8814.0,8146.0,7447.0,6894.0,9759.0,5660.0,5263.0,5035.0
3.0,19920.0,19114.0,8784.0,8060.0,7025.0,6525.0,9501.0,5622.0,5238.0,5028.0
3.0,19921.0,19122.0,8521.0,7817.0,6995.0,6443.0,9224.0,5701.0,5265.0,5045.0
3.0,19890.0,19121.0,8807.0,8130.0,7362.0,6815.0,9350.0,5624.0,5258.0,5043.0
3.0,19829.0,19090.0,8838.0,8155.0,7296.0,6862.0,9433.0,5696.0,5301.0,5045.0
3.0,19752.0,19034.0,9154.0,8415.0,7870.0,7574.0,10081.0,5677.0,5277.0,5043.0
3.0,19765.0,19011.0,8811.0,8072.0,7215.0,6841.0,9738.0,5660.0,5278.0,5031.0
3.0,19821.0,19040.0,8623.0,7925.0,7236.0,6738.0,9776.0,5685.0,5260.0,5028.0
3.0,19865.0,19071.0,8802.0,8219.0,7136.0,6675.0,9569.0,5656.0,5253.0,5043.0
3.0,19898.0,19102.0,8893.0,8215.0,7663.0,7164.0,9647.0,5579.0,5232.0,5042.0
3.0,19909.0,19117.0,8701.0,8051.0,7252.0,6814.0,10141.0,5788.0,5294.0,5034.0
3.0,19889.0,19115.0,8806.0,8100.0,7299.0,6933.0,10081.0,5767.0,5305.0,5073.0
3.0,19836.0,19089.0,8734.0,8015.0,7178.0,6664.0,9288.0,5561.0,5239.0,5049.0
3.0,19766.0,19046.0,9030.0,8489.0,7345.0,6864.0,9261.0,5689.0,5293.0,5030.0
3.0,19702.0,18929.0,9339.0,8667.0,8196.0,7662.0,10320.0,5648.0,5278.0,5035.0
3.0,19770.0,18981.0,8670.0,8011.0,7159.0,6667.0,9564.0,5700.0,5271.0,5044.0
3.0,19825.0,19038.0,8664.0,7941.0,7107.0,6687.0,9435.0,5602.0,5223.0,5031.0
3.0,19869.0,19091.0,8720.0,7997.0,7175.0,6697.0,9318.0,5614.0,5235.0,5046.0
3.0,19893.0,19122.0,8773.0,8115.0,7257.0,6726.0,9182.0,5678.0,5265.0,5031.0
3.0,19887.0,19123.0,8664.0,8011.0,7313.0,6758.0,9477.0,5659.0,5287.0,5058.0
3.0,19843.0,19098.0,8790.0,8157.0,7305.0,6854.0,9752.0,5784.0,5322.0,5046.0
3.0,19778.0,19061.0,8819.0,8080.0,7248.0,6840.0,9910.0,5700.0,5294.0,5039.0
3.0,19645.0,18864.0,9502.0,8756.0,8952.0,8271.0,10430.0,5512.0,5255.0,5051.0
3.0,19725.0,18932.0,8747.0,8096.0,7178.0,6710.0,9689.0,5747.0,5301.0,5051.0
3.0,19789.0,19010.0,8671.0,7982.0,7288.0,6722.0,9397.0,5689.0,5282.0,5056.0
3.0,19839.0,19083.0,9016.0,8413.0,7463.0,7070.0,9972.0,5670.0,5268.0,5038.0
3.0,19874.0,19130.0,8792.0,8057.0,7348.0,6905.0,9722.0,5719.0,5293.0,5026.0
3.0,19881.0,19145.0,8791.0,8159.0,7410.0,7017.0,10586.0,5763.0,5308.0,5041.0
3.0,19854.0,19131.0,8846.0,8182.0,7373.0,6920.0,10249.0,5858.0,5346.0,5047.0
3.0,19622.0,18839.0,10548.0,10199.0,8180.0,7673.0,9807.0,5576.0,5264.0,5036.0
3.0,19704.0,18906.0,8636.0,7906.0,7164.0,6715.0,9997.0,5784.0,5321.0,5038.0
3.0,19769.0,18986.0,8518.0,7866.0,7032.0,6549.0,9802.0,5853.0,5359.0,5056.0
3.0,19814.0,19065.0,9030.0,8450.0,8040.0,7583.0,11082.0,5778.0,5337.0,5050.0
3.0,19840.0,19121.0,8872.0,8200.0,7379.0,6966.0,10540.0,5942.0,5400.0,5043.0
3.0,19849.0,19149.0,8952.0,8267.0,7463.0,6789.0,11275.0,5858.0,5355.0,5053.0
3.0,19614.0,18843.0,10752.0,10189.0,8909.0,8882.0,11623.0,5621.0,5258.0,5042.0
3.0,19694.0,18918.0,8696.0,8027.0,7334.0,6783.0,10811.0,5820.0,5336.0,5048.0
3.0,19995.0,19127.0,8314.0,7637.0,6785.0,6303.0,10690.0,5679.0,5262.0,5035.0
3.0,19866.0,19031.0,8516.0,7879.0,7024.0,6621.0,10881.0,5661.0,5264.0,5043.0
3.0,19713.0,18907.0,8311.0,7607.0,6902.0,6405.0,10510.0,5695.0,5275.0,5035.0
3.0,20099.0,19199.0,8137.0,7447.0,6636.0,6137.0,9596.0,5575.0,5229.0,5036.0
3.0,20043.0,19160.0,8406.0,7778.0,7022.0,6548.0,10702.0,5638.0,5252.0,5037.0
3.0,19952.0,19089.0,8506.0,7801.0,7265.0,6709.0,10407.0,5599.0,5236.0,5060.0
3.0,19833.0,18984.0,8435.0,7698.0,6718.0,6184.0,9537.0,5483.0,5195.0,5039.0
3.0,20112.0,19221.0,8057.0,7353.0,6566.0,6069.0,9735.0,5599.0,5241.0,5050.0
3.0,20109.0,19204.0,8093.0,7373.0,6588.0,6082.0,9673.0,5605.0,5241.0,5033.0
3.0,20074.0,19175.0,8220.0,7516.0,6678.0,6183.0,9597.0,5550.0,5214.0,5042.0
3.0,20017.0,19123.0,8264.0,7570.0,6674.0,6158.0,9518.0,5504.0,5191.0,5051.0
3.0,19922.0,19031.0,8172.0,7458.0,6655.0,6133.0,9580.0,5568.0,5220.0,5033.0
3.0,19784.0,18877.0,8202.0,7502.0,6629.0,6108.0,9698.0,5576.0,5231.0,5042.0
3.0,20075.0,19212.0,8039.0,7364.0,6565.0,6060.0,9960.0,5642.0,5250.0,5048.0
3.0,20114.0,19226.0,8046.0,7364.0,6565.0,6055.0,9682.0,5591.0,5229.0,5052.0
3.0,20114.0,19203.0,8076.0,7359.0,6583.0,6066.0,10096.0,5626.0,5245.0,5047.0
3.0,20093.0,19175.0,8138.0,7436.0,6667.0,6161.0,10046.0,5619.0,5236.0,5040.0
3.0,20060.0,19142.0,8086.0,7396.0,6639.0,6121.0,9859.0,5582.0,5232.0,5039.0
3.0,19996.0,19091.0,8091.0,7403.0,6586.0,6061.0,9473.0,5516.0,5204.0,5033.0
3.0,19891.0,19009.0,8088.0,7369.0,6571.0,6060.0,9373.0,5523.0,5199.0,5031.0
3.0,20004.0,19121.0,8059.0,7381.0,6616.0,6132.0,9670.0,5630.0,5245.0,5039.0
3.0,20070.0,19212.0,8020.0,7326.0,6598.0,6098.0,10468.0,5699.0,5260.0,5043.0
3.0,20111.0,19231.0,8010.0,7327.0,6547.0,6033.0,9947.0,5625.0,5244.0,5054.0
3.0,20121.0,19222.0,8008.0,7311.0,6586.0,6056.0,10560.0,5728.0,5274.0,5055.0
3.0,20117.0,19204.0,8114.0,7435.0,6662.0,6147.0,10225.0,5658.0,5252.0,5043.0
3.0,20099.0,19182.0,8068.0,7392.0,6616.0,6109.0,9987.0,5653.0,5249.0,5038.0
3.0,20062.0,19157.0,8129.0,7449.0,6656.0,6130.0,9844.0,5586.0,5225.0,5031.0
3.0,20006.0,19126.0,8095.0,7419.0,6643.0,6146.0,9740.0,5590.0,5214.0,5023.0
3.0,19930.0,19074.0,8093.0,7397.0,6619.0,6115.0,9980.0,5629.0,5250.0,5035.0
3.0,19923.0,19004.0,8036.0,7329.0,6542.0,6038.0,9885.0,5619.0,5242.0,5039.0
3.0,20000.0,19124.0,8040.0,7354.0,6587.0,6085.0,10047.0,5645.0,5258.0,5051.0
3.0,20061.0,19211.0,8018.0,7337.0,6617.0,6084.0,10804.0,5749.0,5294.0,5026.0
3.0,20101.0,19248.0,8029.0,7368.0,6626.0,6120.0,10693.0,5740.0,5272.0,5055.0
3.0,20122.0,19257.0,8036.0,7359.0,6599.0,6072.0,10426.0,5703.0,5281.0,5053.0
3.0,20134.0,19249.0,8086.0,7384.0,6606.0,6061.0,10122.0,5608.0,5238.0,5041.0
3.0,20131.0,19229.0,8018.0,7344.0,6586.0,6049.0,10209.0,5636.0,5243.0,5037.0
3.0,20114.0,19212.0,8068.0,7381.0,6596.0,6087.0,10158.0,5642.0,5256.0,5031.0
3.0,20090.0,19200.0,8109.0,7431.0,6686.0,6178.0,10496.0,5716.0,5272.0,5047.0
3.0,20041.0,19162.0,8101.0,7424.0,6648.0,6152.0,10484.0,5709.0,5275.0,5050.0
3.0,19961.0,19102.0,8003.0,7320.0,6506.0,6015.0,10033.0,5639.0,5246.0,5053.0
3.0,19858.0,18966.0,8202.0,7565.0,6794.0,6300.0,10190.0,5646.0,5253.0,5035.0
3.0,19951.0,19058.0,8056.0,7373.0,6658.0,6146.0,10411.0,5734.0,5293.0,5040.0
3.0,20008.0,19150.0,8093.0,7395.0,6631.0,6127.0,10286.0,5704.0,5287.0,5051.0
3.0,20056.0,19223.0,8089.0,7394.0,6605.0,6079.0,10075.0,5609.0,5236.0,5046.0
3.0,20093.0,19269.0,8145.0,7425.0,6609.0,6089.0,9939.0,5584.0,5229.0,5049.0
3.0,20125.0,19295.0,8106.0,7388.0,6606.0,6080.0,10003.0,5600.0,5242.0,5041.0
3.0,20148.0,19293.0,8054.0,7352.0,6581.0,6051.0,9683.0,5548.0,5215.0,5040.0
3.0,20151.0,19263.0,8016.0,7335.0,6552.0,6050.0,9586.0,5573.0,5220.0,5041.0
3.0,20136.0,19237.0,8123.0,7448.0,6719.0,6231.0,10451.0,5689.0,5266.0,5044.0
3.0,20114.0,19213.0,8165.0,7507.0,6769.0,6277.0,10784.0,5730.0,5289.0,5045.0
3.0,20081.0,19184.0,8115.0,7418.0,6693.0,6171.0,10873.0,5731.0,5278.0,5049.0
3.0,20011.0,19135.0,8049.0,7341.0,6594.0,6073.0,10831.0,5762.0,5289.0,5052.0
3.0,19961.0,19089.0,8153.0,7456.0,6664.0,6153.0,9536.0,5545.0,5228.0,5036.0
3.0,19994.0,19137.0,8233.0,7547.0,6760.0,6263.0,10106.0,5628.0,5254.0,5040.0
3.0,20026.0,19192.0,8243.0,7563.0,6750.0,6251.0,10057.0,5647.0,5261.0,5040.0
3.0,20061.0,19240.0,8141.0,7474.0,6703.0,6192.0,10413.0,5633.0,5250.0,5039.0
3.0,20095.0,19284.0,8068.0,7359.0,6588.0,6068.0,10047.0,5619.0,5245.0,5046.0
3.0,20137.0,19315.0,8035.0,7330.0,6544.0,6029.0,9693.0,5570.0,5224.0,5043.0
3.0,20169.0,19316.0,8022.0,7323.0,6532.0,6019.0,9458.0,5557.0,5216.0,5040.0
3.0,20167.0,19284.0,8021.0,7330.0,6569.0,6047.0,9863.0,5604.0,5234.0,5032.0
3.0,20139.0,19246.0,8085.0,7410.0,6676.0,6170.0,10584.0,5746.0,5309.0,5031.0
3.0,20108.0,19210.0,8244.0,7558.0,6797.0,6291.0,10287.0,5655.0,5272.0,5042.0
3.0,20072.0,19180.0,8086.0,7384.0,6573.0,6047.0,9718.0,5571.0,5227.0,5052.0
3.0,20029.0,19149.0,8077.0,7343.0,6478.0,5957.0,8854.0,5462.0,5183.0,5038.0
3.0,19964.0,19105.0,7963.0,7307.0,6527.0,6033.0,10040.0,5646.0,5241.0,5048.0
3.0,20061.0,19202.0,8043.0,7386.0,6586.0,6099.0,9406.0,5560.0,5231.0,5045.0
3.0,20076.0,19226.0,8192.0,7475.0,6677.0,6170.0,9647.0,5565.0,5220.0,5031.0
3.0,20069.0,19255.0,8360.0,7679.0,6948.0,6477.0,10414.0,5588.0,5228.0,5036.0
3.0,20097.0,19295.0,8050.0,7359.0,6578.0,6047.0,9972.0,5579.0,5224.0,5053.0
3.0,20137.0,19325.0,8016.0,7311.0,6533.0,6010.0,9854.0,5619.0,5241.0,5044.0
3.0,20178.0,19325.0,7999.0,7308.0,6520.0,6017.0,9711.0,5613.0,5242.0,5033.0
3.0,20176.0,19297.0,8034.0,7357.0,6610.0,6095.0,10211.0,5677.0,5264.0,5031.0
3.0,20147.0,19261.0,8034.0,7348.0,6556.0,6051.0,10142.0,5689.0,5265.0,5050.0
3.0,20113.0,19223.0,8202.0,7503.0,6667.0,6155.0,9609.0,5572.0,5241.0,5047.0
3.0,20076.0,19194.0,8175.0,7455.0,6587.0,6079.0,9202.0,5497.0,5209.0,5052.0
3.0,20040.0,19174.0,8041.0,7332.0,6484.0,5980.0,8920.0,5462.0,5186.0,5035.0
3.0,19997.0,19143.0,7977.0,7268.0,6503.0,5973.0,9847.0,5600.0,5226.0,5055.0
3.0,19940.0,19095.0,8038.0,7332.0,6524.0,6017.0,9281.0,5495.0,5201.0,5045.0
